data_iniSE,SE,casos_est,casos_est_min,casos_est_max,casos,p_rt1,p_inc100k,Localidade_id,nivel,id,versao_modelo,tweet,Rt,pop,tempmin,umidmax,receptivo,transmissao,nivel_inc,umidmed,umidmin,tempmed,tempmax,casprov,casprov_est,casprov_est_min,casprov_est_max,casconf,notif_accum_year
2023-09-17,202338,783.0,783,783.0,783,0.99999905,6.417938,0,3,355030820233819821,2024-04-08,0.0,1.2923157,12200180.0,20.6981132075472,76.2259428113208,1,1,1,69.6448847735849,59.7945249811321,21.9213837735849,23.9622641509434,,,,,,372937
2023-09-10,202337,650.0,650,650.0,650,0.96063566,5.3277903,0,1,355030820233719821,2024-04-08,0.0,1.1051228,12200180.0,14.0434782608696,87.7313104347826,0,1,1,81.7115891304348,71.3866734782609,15.1594201304348,17.3913043478261,,,,,,372937
2023-09-03,202336,571.0,571,571.0,571,0.2985127,4.6802588,0,1,355030820233619821,2024-04-08,0.0,0.96944064,12200180.0,14.4076086956522,,0,0,1,,,,,,,,,,372937
2023-08-27,202335,595.0,595,595.0,595,0.53567654,4.8769774,0,1,355030820233519821,2024-04-08,0.0,1.0052102,12200180.0,14.7717391304348,,0,0,1,,,,,,,,,,372937
2023-08-20,202334,590.0,590,590.0,590,0.504734,4.8359942,0,1,355030820233419821,2024-04-08,0.0,1.000691,12200180.0,15.1358695652174,,0,0,1,,,,,,,,,,372937
2023-08-13,202333,593.0,593,593.0,593,0.7302557,4.8605843,0,1,355030820233319821,2024-04-08,0.0,1.0365964,12200180.0,15.5,85.5571,0,0,1,85.5571,85.5571,15.5,15.5,,,,,,372937
2023-08-06,202332,605.0,605,605.0,605,0.94294524,4.9589434,0,1,355030820233219821,2024-04-08,0.0,1.0974014,12200180.0,18.0,80.9219288571429,0,0,1,78.7917021428571,73.8022687142857,18.4591835714286,19.4285714285714,,,,,,372937
2023-07-30,202331,586.0,586,586.0,586,0.7222785,4.803208,0,1,355030820233119821,2024-04-08,0.0,1.0353442,12200180.0,15.4285714285714,86.4094024285714,0,0,1,83.2997424285714,80.1713942857143,16.0,16.7142857142857,,,,,,372937
2023-07-23,202330,531.0,531,531.0,531,0.001112453,4.3523946,0,1,355030820233019821,2024-04-08,0.0,0.8357676,12200180.0,18.4285714285714,72.1509871428571,1,0,1,68.7298377142857,64.899397,18.8626374285714,19.2857142857143,,,,,,372937
2023-07-16,202329,528.0,528,528.0,528,4.0016768e-10,4.327805,0,1,355030820232919821,2024-04-08,0.0,0.7070343,12200180.0,15.1428571428571,85.2762414285714,0,0,1,84.3397957142857,82.85016,15.3241758571429,15.5714285714286,,,,,,372937
2023-07-09,202328,628.0,628,628.0,628,1.5394575e-11,5.147465,0,1,355030820232819821,2024-04-08,0.0,0.70900565,12200180.0,17.0,75.965114,0,0,1,71.8438617142857,65.2987155714286,17.8571428571429,19.0,,,,,,372937
2023-07-02,202327,726.0,726,726.0,726,3.0897507e-13,5.9507318,0,1,355030820232719821,2024-04-08,0.0,0.7072966,12200180.0,14.4285714285714,78.9327908571428,0,0,1,75.6476341428571,72.2852871428571,15.25,16.0,,,,,,372937
2023-06-25,202326,887.0,887,887.0,887,6.282479e-10,7.2703843,0,1,355030820232619821,2024-04-08,0.0,0.76374465,12200180.0,18.4285714285714,72.2878577142857,1,0,1,70.1978318571429,67.8325375714286,18.8116882857143,19.2857142857143,,,,,,372937
2023-06-18,202325,1052.0,1052,1052.0,1052,2.2320423e-10,8.622824,0,1,355030820232519821,2024-04-08,0.0,0.7748433,12200180.0,14.8571428571429,81.3490735714286,0,0,1,78.4202214285714,74.0854094285714,15.4523808571429,16.1428571428571,,,,,,372937
2023-06-11,202324,1148.0,1148,1148.0,1148,0.0,9.409698,0,1,355030820232419821,2024-04-08,0.0,0.6756236,12200180.0,16.4074074074074,81.4779155555556,0,0,1,79.3985228888889,77.3651542222222,16.7444444444444,16.962962962963,,,,,,372937
2023-06-04,202323,1253.0,1253,1253.0,1253,0.0,10.27034,0,1,355030820232319821,2024-04-08,0.0,0.58313733,12200180.0,16.4230769230769,80.3743910769231,0,0,1,77.3456586923077,74.1138,16.9444444615385,17.5,,,,,,372937
2023-05-28,202322,1625.0,1625,1625.0,1625,0.0,13.319475,0,4,355030820232219821,2024-04-08,0.0,0.63522154,12200180.0,16.1481481481481,89.1444240740741,0,0,1,86.9922665925926,84.2552811111111,16.4713804444444,16.7407407407407,,,,,,372937
2023-05-21,202321,2181.0,2181,2181.0,2181,0.0,17.876785,0,4,355030820232119821,2024-04-08,0.0,0.7742032,12200180.0,15.6666666666667,89.0689558095238,0,0,2,75.1555209047619,55.0049813809524,18.4900793809524,21.6666666666667,,,,,,372937
2023-05-14,202320,2684.0,2684,2684.0,2684,0.0077130357,21.999676,0,4,355030820232019821,2024-04-08,0.0,0.9370214,12200180.0,13.9565217391304,85.9951169565217,0,0,2,79.2346392173913,67.2094385217391,15.3333332173913,17.6521739130435,,,,,,372937
2023-05-07,202319,2853.0,2853,2853.0,2853,0.93941754,23.384901,0,4,355030820231919821,2024-04-08,0.0,1.0423323,12200180.0,18.0,89.8527071428571,0,0,2,87.1094934285714,81.2137785714286,18.4642857142857,19.5714285714286,,,,,,372937
2023-04-30,202318,3146.0,3146,3146.0,3146,1.0,25.786505,0,4,355030820231819821,2024-04-08,0.0,1.1660148,12200180.0,19.1428571428571,91.5683005714286,1,1,2,89.105104,87.6181462857143,19.5324674285714,19.8571428571429,,,,,,372937
2023-04-23,202317,2568.0,2568,2568.0,2568,0.008496476,21.04887,0,4,355030820231719821,2024-04-08,0.0,0.93657714,12200180.0,16.3636363636364,92.7699859090909,0,0,2,79.297976,52.836236,19.0719697272727,23.5909090909091,,,,,,372937
2023-04-16,202316,2574.0,2574,2574.0,2574,0.03208316,21.09805,0,4,355030820231619821,2024-04-08,0.0,0.95033586,12200180.0,16.4285714285714,92.1804457142857,0,0,2,75.7383111428571,50.8028415714286,19.3809521428571,24.0,,,,,,372937
2023-04-09,202315,3017.0,3017,3017.0,3017,0.9999979,24.729143,0,4,355030820231519821,2024-04-08,0.0,1.1299255,12200180.0,17.8571428571429,93.0836877142857,0,1,2,79.9696221428571,57.9606898571429,20.5227737142857,24.8571428571429,,,,,,372937
2023-04-02,202314,2544.0,2544,2544.0,2544,0.4207737,20.852152,0,4,355030820231419821,2024-04-08,0.0,0.9944186,12200180.0,17.5714285714286,92.2689082857143,0,0,2,81.6239428571429,62.483194,19.9464282857143,24.0,,,,,,372937
2023-03-26,202313,2757.0,2757,2757.0,2757,1.0,22.598028,0,4,355030820231319815,2024-04-02,0.0,1.20432,12200180.0,20.3076923076923,86.3541609230769,1,1,2,77.3192041538462,62.2738027692308,22.0595236923077,24.4615384615385,,,,,,372937
2023-03-19,202312,2724.0,2724,2724.0,2724,1.0,22.32754,0,4,355030820231219809,2024-03-27,0.0,1.3866495,12200180.0,19.8571428571429,87.5819271428571,1,1,2,75.4023978571429,53.904714,22.7440474285714,26.7142857142857,,,,,,372937
2023-03-12,202311,2293.0,2293,2293.0,2293,1.0,18.794806,0,4,355030820231119801,2024-03-19,0.0,1.3721675,12200180.0,20.1481481481481,91.0512692592593,1,1,2,89.64497,88.6491818518518,20.4320986666667,20.7407407407407,,,,,,372937
2023-03-05,202310,1936.0,1936,1936.0,1936,1.0,15.868618,0,3,355030820231019795,2024-03-13,0.0,1.345746,12200180.0,21.4285714285714,82.422247,1,1,2,80.1404651428571,77.5561068571429,21.8857142857143,22.4285714285714,,,,,,372937
2023-02-26,202309,1703.0,1703,1703.0,1703,1.0,13.958811,0,3,355030820230919787,2024-03-05,0.0,1.2980292,12200180.0,22.2857142857143,80.8571007142857,1,1,2,79.6172434285714,77.9788222857143,22.4714285714286,22.5714285714286,,,,,,372937
2023-02-19,202308,1335.0,1335,1335.0,1335,0.9695235,10.942462,0,3,355030820230819780,2024-02-27,0.0,1.0766646,12200180.0,19.6296296296296,92.7731431111111,1,1,1,83.218588,64.0791351851852,21.5371712592593,25.2962962962963,,,,,,372937
2023-02-12,202307,1294.0,1294,1294.0,1294,0.99898696,10.6064005,0,3,355030820230719774,2024-02-21,0.0,1.1333454,12200180.0,22.7727272727273,79.9244554545455,1,1,1,78.1360109090909,75.8289790909091,23.0454545454545,23.3181818181818,,,,,,372937
2023-02-05,202306,1291.0,1291,1291.0,1291,1.0,10.581811,0,3,355030820230619768,2024-02-15,0.0,1.2677718,12200180.0,21.5714285714286,83.9002528571429,1,1,1,83.15482,82.4301385714286,21.6190477142857,21.7142857142857,,,,,,372937
2023-01-29,202305,1157.0,1157,1157.0,1157,1.0,9.387247,0,3,355030820230519760,2024-02-07,0.0,1.3055737,12325232.0,21.2857142857143,88.5931937142857,1,1,1,83.7916262857143,75.5629297142857,22.1369045714286,23.7142857142857,,,,,,372937
2023-01-22,202304,1008.0,1008,1008.0,1008,1.0,8.178345,0,3,355030820230419752,2024-01-30,0.0,1.378222,12325232.0,21.7142857142857,76.484451,1,1,1,76.2450814285714,76.005712,21.8571428571429,22.0,,,,,,372937
2023-01-15,202303,927.0,927,927.0,927,1.0,7.521157,0,3,355030820230319748,2024-01-26,0.0,1.75663,12325232.0,22.2857142857143,82.3095042857143,1,1,1,82.3095042857143,82.3095042857143,22.2857142857143,22.2857142857143,,,,,,372937
2023-01-08,202302,720.0,720,720.0,720,1.0,5.841675,0,3,355030820230219748,2024-01-26,0.0,2.5183942,12325232.0,19.2857142857143,90.2450977142857,1,1,1,83.7140311428571,71.5609658571429,20.9880954285714,23.8571428571429,,,,,,372937
2023-01-01,202301,640.0,640,640.0,640,1.0,5.1926003,0,1,355030820230119741,2024-01-19,0.0,4.5955157,12325232.0,18.5714285714286,89.9196377142857,1,1,1,81.044086,66.2386978571429,20.184524,22.8571428571429,,,,,,372937
